ID,Label
1279,Michael Thompson
1280,Carmell Jones
1281,Monica Mancini
1282,Bruno Marcozzi 
1283,Irina Solinas
1284,Ken Kessie
1285,Gilberto Tarocco
1286,Sharon Robinson
1287,Al Gibbons
1288,Leonard Selic
1289,James Katina
1290,Matt Cooper
1291,Rodman Del Castillo
1292,Kay Haith
1293,Ben Wittman
1294,Dick Griffin
1295,Talib Kweli
1296,Joe Bianco
1297,Norberto Apellaniz
1298,Ron Blake
1299,Shelby Webb Jr.
1300,Stevie Ray Vaughan
1301,Simon Climie
1302,Los Naranjos De Cienfuegos
1303,Mondre Moffett
1304,Jim Hall
1305,Elvin Jones
1306,Renato Sellani
1307,Matthew Gee
1308,Lamont Van Hook
1309,Kirk Lightsey
1310,Ashley Slater
1311,Lawrence Neuman
1312,Ludovic Bruni
1313,Steve Ford
1314,Gegè Telesforo
1315,Rachel Ferrell
1316,Norah Jones
1317,Sebastien Martel
1318,Harold Kohon
1319,Henry Davis
1320,Buddy Terry
1321,Art Neville
1322,Don Frye
1323,Hank Crawford
1324,Mor Thiam
1325,Tom Harrell
1326,Joe Morello
1327,Joki Freund
1328,Larry Bunker
1329,Simon Fryer
1330,Avery Sommers
1331,Ralph Bowen
1332,David Williams
1333,Torsten Tiebout
1334,Steve Lodder
1335,Tracy Hamlin
1336,Andy Bell
1337,Lynne Fidmont-Lindsey
1338,Paul Peabody
1339,Elena Cosmo
1340,Dennis Irwin
1341,Peter Apfelbaum
1342,Alexandre Frazão
1343,Mick Schirmeyer
1344,Steve Bbarri
1345,Pete Myers
1346,Kosuke Tsuji
1347,Percy France
1348,DJ Olive
1349,Marc Erbetta
1350,Cassandra Wilson
1351,Abdul Wadud
1352,Bill Liston
1353,Carol Buck
1354,Bennie Green
1355,Grachan Moncur III
1356,Robert Jenkins
1357,Brian Lynch
1358,Lou Mecca
1359,Anthony Gilbert
1360,Valerie Mayo
1361,Edward Simon
1362,Brad Jones
1363,Perry Montague-Mason
1364,Jacob Krachmalnick
1365,Ed Green
1366,Sonia Tavares
1367,Ron Stallings
1368,Calvin Newborn
1369,Lázaro Ros
1370,Jaz Sawyer
1371,Harry Bluestone
1372,Eddie Del Barrio
1373,Jay
1374,Excite
1375,Craig Gosnell
1376,Barry J. Eastmond
1377,Tai Lescinski
1378,Bill Charlap
1379,Jay Jay Johnson
1380,Billy Phipps
1381,Lodewijk van Gorp
1382,Shay Harris
1383,Bugsy Moore
1384,Don Butterfield
1385,Fernando Perdomo
1386,Percy Heath
1387,Sammy Greason
1388,Sonny Red
1389,Joe Locke
1390,Wilbur Little
1391,Clarence McDonald
1392,Steve Kroon
1393,Bänz Oester
1394,John Jenkins
1395,Louise Norby
1396,Clifford Carter
1397,Romeo Penque
1398,Doris Carr
1399,Olu Dara
1400,Santi Debriano
1401,Albert Nicholas
1402,Clayton Richardson
1403,Jackie Ward
1404,Chris Severin
1405,Niels Lan Doky
1406,Clifford Scott
1407,Chris Albert
1408,Donald Byrd
1409,Mark Shim
1410,Francisco Mela
1411,Mark White
1412,Mabon 'Teenie' Hodges
1413,Leon Maleson
1414,Carlos Vega
1415,Richard Tee
1416,Esa Kuloniemi
1417,Tim May
1418,Eddie Dougherty
1419,Victor Paz
1420,Kenny Kirkland
1421,Ron Kerber
1422,Joe Lovano
1423,Sam Herman
1424,Israel Crosby
1425,Ed Boyer
1426,Ernie Royal
1427,Clint Mosley
1428,Louie Patton
1429,Dave Bartholomew
1430,Christa Jérôme
1431,Kiane Zawadi
1432,Sibel Köse
1433,Ulysses Livingston
1434,George Marge
1435,Juan Chacón Gonzalez
1436,Kevin Watt
1437,Lou Rawls
1438,Henry Franklin
1439,Erwin Hoorweg
1440,Tony Rémy
1441,Al DiMeola
1442,Colin Linden
1443,Simon Pomara
1444,Naná Vasconcelos
1445,Maurice Spears
1446,Ben Riley
1447,Gina Dorman
1448,Greg Gonaway
1449,John Morrell
1450,Marie Harper
1451,Carolina
1452,John Williams
1453,Mark Shuman
1454,Jim Bossy
1455,Larry Nash
1456,Tony Dagradi
1457,Tyree Glenn
1458,Dave Small
1459,Njacko Backo
1460,Joe Sullivan
1461,Dzidzorgbe Lawluvi-Ladzekpo
1462,Otmaro Ruiz
1463,Jimmy Hamilton
1464,Marcus Belgrave
1465,Winston Clifford
1466,Charles Collins
1467,Raymond J. Kelley
1468,Vic Juris
1469,Marc Ribot
1470,Andre Heuvelman
1471,Bennie Sims
1472,Frank Mitchell
1473,Steven Dubin
1474,Rob Cochran
1475,Pat Rebillot
1476,Nigel Williams 'N.I.Gel'
1477,Jimmy Lyon
1478,Ronald Thomas
1479,Stephanie Jordan
1480,Alex Al
1481,David Liebman
1482,Peter Davis
1483,Mike Mainieri
1484,Teddy Stewart
1485,Michael Cuscuna
1486,Albertine M. Robinson
1487,Ian Froman
1488,Roland Bautista
1489,Herbie Nichols
1490,Chuck Loeb
1491,Ladji Camara
1492,Kevin Tarrant
1493,Rodney Green
1494,Wellman Beaud
1495,Don Wilkerson
1496,Arthur Clarke
1497,George Schuller
1498,Tony Dumas
1499,Sam Staff
1500,John Gianelli
1501,Mami Robinson
1502,Chano Pozo
1503,Margaret Fowler
1504,James Manning
1505,Birgitta Schaub
1506,Shirley Eikhard
1507,Bebo Ferra
1508,Carl Stanbridge
1509,Frank Socolow
1510,Alexandre Destrez
1511,Jesper Nordenström
1512,Jairo Moreno
1513,Gregory Hutchinson
1514,Marco Franco
1515,Andre Granat
1516,Wesley Landers
1517,Andy Borger
1518,Doug Wamble
1519,Phil Perry
1520,Xavier Dessandre Navarre
1521,Eric Dawkins
1522,David Benoit
1523,Joyce Copeland
1524,Tommy Potter
1525,Victor Lewis
1526,Rudy Migliardi
1527,Sandy Stewart
1528,Mickey Feat
1529,Kenny 'Pancho' Hagood
1530,James Weidman
1531,Jeff Stitely
1532,Agbi Ladzekpo
1533,Arsenio Rodriguez
1534,Sid Jacobs
1535,Jerry Steinholz
1536,Arthur Trappier
1537,Daniel Lanois
1538,Kenny Dorham
1539,Pierre Michelot
1540,Jon Shapiro
1541,Margaret Ross
1542,Tess Johnson
1543,Sidney Catlett
1544,Eddie Jones
1545,Edwin Swanston
1546,Rodney Whitaker
1547,Paul Weedon
1548,Ray Mantilla
1549,Anders 'Chico' Lindvall
1550,John Ore
1551,Don Preston
1552,Tate Houston
1553,Rudy Jones
1554,Spiràl
1555,Cecina Nocchi
1556,Yuron Israel
1557,Graham Harvey
1558,Otis Finch
1559,Jeffrey Durrant
1560,Clarence Palmer
1561,Amado Dedeu
1562,Ken Watson
1563,Paula Tesser
1564,Donald Hepburn
1565,Dick Mitchell
1566,Pippo Colucci
1567,E.J. Rodriguez
1568,Sylvia Mason-James
1569,Terence Higgins
1570,Bart Schneemann
1571,Roy Babbington
1572,Don Wyatt
1573,Rosalyn Brown
1574,The New Orchestra Of Boston
1575,George Lewis
1576,Tim Hauser
1577,Althea Young
1578,Jens Wendelboe
1579,Robert Sanov
1580,Jerry Byrd
1581,DJ Bunuel
1582,Wayne Shorter
1583,Rob May
1584,Karl Sanner
1585,Jesse Kilpatrick Jr.
1586,Dexter Gordon
1587,Graham Haynes
1588,Sadiq
1589,Don Moore
1590,Baby Face' Willette
1591,Gene Dunlap
1592,Brother Jack McDuff
1593,Tuukka Vihtkari
1594,Enrique Plá
1595,Banz Oëster
1596,Tata Güines
1597,Piero Leveratto
1598,Greg Leisz
1599,Choral Thunder
1600,Tony Remy
1601,André Ceccarelli
1602,Jimmy Wyble
1603,Harold O'Neal
1604,Nesbert 'Stix' Hooper
1605,Eric Chevalier
1606,Peter Ind
1607,Bart Maris
1608,Kenny Burrell
1609,Mildred Weston
1610,LaReine LaMer
1611,Los Jubilados De Santiago De Cuba
1612,Marie Fera
1613,Willie Seaberry
1614,Jimmy Hogarth
1615,Jerry Jemmott
1616,Clare Fischer
1617,Ruben P. Alvarez
1618,Nicolas Mathuriau
1619,Al McKibbon
1620,Rene Thomas
1621,Gert Stäuble
1622,Toots Thielemans
1623,Matt Brewer
1624,Maurizio Giammarco
1625,Maurice Grants
1626,Roberto Gatto
1627,Idris Muhammad
1628,Charles Veal Jr.
1629,Harold Land
1630,Buddy Weed
1631,Irving Luichel Acao Tierra
1632,Charlie Rouse
1633,Tommy Benford
1634,Russel Jenkins
1635,Jonah Jones
1636,Clarence Sharpe
1637,Stan Tracey
1638,Claudia Moore
1639,Arthur Lewis
1640,Al Aarons
1641,Andrew Love
1642,Stacey Edwards
1643,Bryan Carrott
1644,Tony Rabeson
1645,Lee Konitz
1646,Bobby Porcelli
1647,Venetta Fields
1648,Johnny Almendra
1649,Reggie Washington
1650,Ralph Peterson
1651,Don Vappie
1652,Pupilo
1653,Victor Sproles
1654,Earl Knight
1655,Charlie Hunter
1656,Fernando Saunders
1657,Tuck Andress
1658,Andy Harsant
1659,Carmen Saveiros
1660,Pirro Gjikondi
1661,Frank Owens
1662,MED
1663,Sherrod Barnes
1664,Danny Gatton
1665,Dimitris Desyllas
1666,Zak Najor
1667,Freeman Lee
1668,Steve Ellington
1669,Sir John Godfrey
1670,Deniece Williams
1671,Tyrone Brown
1672,Chris Whitley
1673,Michael Ottomar Müller
1674,Keith Ighner
1675,Tomas Djupsjöbacka
1676,Jason Rebello
1677,Marlene Rice-Shaw
1678,Garvin Masseaux
1679,Harold Coletta
1680,Richard Davis
1681,Damion Reid
1682,Dave Bishop
1683,Rashied Ali
1684,Bill Goodwin
1685,Carl Lynch
1686,Arthur Edgehill
1687,Ralph Moore
1688,Kenny Drew Jr.
1689,Anthony Wilson
1690,Mark Harvey
1691,Jonathan Abramowitz
1692,Reggie Calloway
1693,Emilio Tosi
1694,Tom Timko
1695,Nicolas Krassik
1696,Curtis Porter
1697,Trevor Lawrence
1698,Greg Williams
1699,Milt Hinton
1700,Alcide 'Slow Drag' Pavageau
1701,Mark Kelso
1702,Thierry Lang
1703,Aaron Johnson
1704,Bill Henderson III
1705,Johnny Williams
1706,Vinnie Colaiuta
1707,Vince Cherico
1708,Reggie Workman
1709,Arthur Blythe
1710,Jim Hawkins
1711,Aaron Neville
1712,Gene Jackson
1713,Archie Alleyne
1714,Marzi Nyman
1715,'The Little Emo'
1716,Donald Harrison
1717,Yusef Salim
1718,Oscar Noriega
1719,Giorgio Maraschini
1720,Sidney Muldrow
1721,Gavin Povey
1722,Raulito Hernández
1723,Barry Eastmond
1724,James Genus
1725,Julian 'Cannonball' Adderley
1726,Al Grey
1727,Gildo Mahones
1728,Lionel Corsini
1729,Ville Huolman
1730,Dee Ervin
1731,Paul Stacey
1732,Elizabeth Connant
1733,Morris Pleasure
1734,Olivier Louvel
1735,Rodney Jordan
1736,Andrew Hill
1737,Jacob Fischer
1738,Priscilla Ahn
1739,Tom Whaley
1740,Leroy Vinnegar
1741,Stéphane Guillaume
1742,Melvin Lastie
1743,Herman Foster
1744,Pat Patrick
1745,Dennis Rollins
1746,Craig Kastelnik
1747,Michael Rabinowitz
1748,Alphonse Mouzon
1749,Dave Douglas
1750,Ronald White
1751,DR RadioUnderholdningsOrkestret
1752,James Ola Folami
1753,Narada Michael Walden
1754,Herschel Wise
1755,Terry Smith
1756,Billy Smith
1757,Gary Breit
1758,Paul Jackson III
1759,Hank Jones
1760,Anders Mogensen
1761,George Jenkins
1762,Gil Goldstein
1763,Frank Foster
1764,Alfred 'Uganda' Roberts
1765,Willie Nelson
1766,Eliot Zigmund
1767,Carrie Holzman-Little
1768,Jane Scarpantoni
1769,Todd Cochran
1770,Nikos Touliatos
1771,Nat Bettis
1772,J.C. Higginbotham
1773,Marc Copland
1774,Bill Stewart
1775,Idrissa Diop
1776,Mike Stern
1777,Aurélie Guillier
1778,Wynton Kelly
1779,Bill Champbell
1780,Carol Ann Robinson
1781,Bennie Maupin
1782,Vilho Vartiainen
1783,Amel Larrieux
1784,Poogie Bell
1785,Walter Bolden
1786,Halldora
1787,Shivas Shanker
1788,Elaine Beener
1789,Jean Phillippe Dary
1790,Shelton Laster
1791,Barbaro Torres Delgado
1792,Carroll Dashiell
1793,David Barard
1794,Edouard Labor
1795,Berney Perry
1796,Benjamin Franklin Carter
1797,Nadi Qamar
1798,Malcolm Riddick
1799,David Goldblatt
1800,Kenny Shroyer
1801,Portinho
1802,Sheila Wilkinson
1803,John Hardee
1804,The Wardell Quezergue Strings
1805,David Linx
1806,Nicolas Giraud
1807,Lucy Elias
1808,Frank Anderson
1809,Joe Beck
1810,Jay Arnold
1811,New York Group Singer's Big Band
1812,Aram Kersbergen
1813,Don Sickler
1814,Drew Gress
1815,Bob Mintzer
1816,Dizzy Gillespie
1817,Sungsik Jeon
1818,Perry Lopez
1819,Amsterdam Sinfonietta
1820,Billy Drewes
1821,Enrico Rava
1822,Juliette Roberts
1823,Bobbye Hall
1824,Mulgrew Miller
1825,Frank Sinatra
1826,Pancho Quinto
1827,Cyrille Bugnon
1828,Götz Alsmann
1829,Jacinta
1830,Biz Markie
1831,Chino Pozo
1832,Emanuele Cisi
1833,Roger Lewis
1834,Vincent Taeger
1835,Nya
1836,Sam Brown
1837,Taylor McFerrin
1838,Mike Price
1839,Morris Goldberg
1840,Bjarki Gunnarsson
1841,Viktoria Tolstoy
1842,Paula Hochhalter
1843,Joan Johnson
1844,Tapani Toivanen
1845,Larry Goldings
1846,Hilda Harris
1847,Jim Daniels
1848,Zoot Sims
1849,Lance Ellington
1850,Paul Moesl
1851,Nelson Gomies
1852,Tony Scherr
1853,David Troncoso
1854,Joe Fiedler
1855,Johnny Pacheco
1856,Ticklah
1857,Ed Simon
1858,John Bennett
1859,Richard Hackett
1860,Malik Flavors
1861,Kenji Hino
1862,Benny Golson
1863,Jymie Merritt
1864,Larry Gray
1865,Michel Camilo
1866,Hank White
1867,Lynn Mack
1868,Brian Culbertson
1869,Rayford Griffin
1870,Tim Carmen
1871,Ernesto Gatell
1872,Reginald Veal
1873,Peter Washington
1874,J.D.Parran
1875,Tania Maria
1876,Alan Paul
1877,James Singleton
1878,Jean-Pierre Como
1879,Hank Mackie
1880,David Montagu
1881,Eddie Green
1882,Marcia Van Dyke
1883,Vicente Archer
1884,George Robert
1885,Wayne Bergeron
1886,Jeff Driskoll
1887,José Miguel Meléndez
1888,Dudley Phillips
1889,Alex Harden
1890,Ruth Brown
1891,Scotty Hard
1892,Patrick Muller
1893,Thelonious Monk Jr.
1894,Joey Baron
1895,Tony Lindsay
1896,Joseph Rivera
1897,Robert Budson
1898,Weldon Irvine
1899,Jeremy
1900,Bill Florez
1901,Hector Gallardo
1902,Tommy Bolin
1903,Danny Stiles
1904,Tarek Abou-Chanab
1905,Eric Daniels
1906,James Carter
1907,Don Peake
1908,Chris Minh Doky
1909,Glen Moore
1910,Harry Klee
1911,Herman Mathews
1912,Grachan Moncur
1913,Jeff Watts
1914,Steve Forman
1915,Alan Abrahams
1916,Robert Pozar
1917,James King
1918,Harry Glickman
1919,M. Ward
1920,Emmanuel Cremer
1921,Ray Crawford
1922,Morris Repass
1923,Ron Barrows
1924,Donnie Beck
1925,Brisa Roché
1926,Ray Obiedo
1927,Marty Ehrlich
1928,Rewit Koven
1929,Lewis Nash
1930,Darius McCrary
1931,Dan Rieser
1932,Chris Thomas
1933,Lefteris Bournias
1934,Dodo Greene
1935,Gloria Ridgeway
1936,Ada Rovatti
1937,Noel Pointer
1938,Katinka Kleijn
1939,Kevin Hays
1940,Jimmy Heath
1941,Adam Kolker
1942,Bennie Powell
1943,Mike Lang
1944,Ladysmith Black Mambazo
1945,Theodore Israel
1946,Yvonne Gage
1947,Dave Mann
1948,Jack Walrath
1949,Julie Patton
1950,Laura Seaton
1951,Mandy Drummond
1952,Buddy Williams
1953,Mae McKenna
1954,Budd Johnson
1955,Fritz van Orden
1956,Leon Spencer Jr.
1957,Ivan Lins
1958,Larry Dunn
1959,José Lúis 'Changuito' Quintana
1960,Danny Moore
1961,Walter Booker
1962,Gerald Hubbard
1963,Bernard Oattes
1964,Bob Malach
1965,Teddy Mulet
1966,Tony Peluso
1967,Steve Khan
1968,Garnett Brown
1969,Selene Hurford
1970,Larry McGee
1971,Jason Marsalis
1972,Ron Carter
1973,Jamie Masefield
1974,Giulio Visibelli
1975,Jackie Allen
1976,Sami Koskela
1977,Tommy Organ
1978,Rachel Jordan
1979,Ernest Thompson
1980,Sylvain Luc
1981,Pete La Roca
1982,Dave Reinhardt
1983,Scott Amendola
1984,Chris Passin
1985,Jakob Fischer
1986,Gerald Cannon
1987,Jack Pisters
1988,Robin Casey
1989,Lou Blackburn
1990,Julia Kent
1991,Harry Lookofsky
1992,Joe Satriani
1993,Eddie Henderson
1994,Pedro Bernardes
1995,Henry Hey
1996,Rick Braun
1997,Dan Berglund
1998,Rick Ferreira
1999,Lani Groves
2000,Jalidan Ruiz Castro
2001,Walter Perkins
2002,Chuck Cymone
2003,Steve Kuhn
2004,Alan Skidmore
2005,Carlos Ricketts
2006,Ronnie Cuber
2007,Oren Waters
2008,Kermit Moore
2009,Howard McGhee
2010,Ben Butler
2011,Gary Bias
2012,Johnny Acea
2013,George Adams
2014,DJ Kingsize
2015,Wilbert Hogan
2016,James Leary III
2017,Carlos 'Patato' Valdés
2018,DJ P Love
2019,Jack DeJohnette
2020,Pietro Ciancaglini
2021,Jesse Katina
2022,Mike Wimberly
2023,Sherman Irby
2024,Robbie McIntosh
2025,Guy Lumia
2026,Dean Parks
2027,Mauro Grossi
2028,Maxi Priest
2029,Per Jørgensen
2030,Erik Friedlander
2031,Severi Pyysalo
2032,Josh White
2033,Al McKay
2034,Frank Newton
2035,Alec Dorsey
2036,Garth Hudson
2037,Jose Armando Gola
2038,Leon Bisquera
2039,Trijntje Oosterhuis
2040,Alexandra Brown
2041,Dave Willis
2042,Mezz Mezzrow
2043,Gene Ramey
2044,Woody Theus
2045,Charlie Freeman
2046,Daiki Yasukagawa
2047,Tapani Rinne
2048,Andrew Cyrille
2049,Joel Davis
2050,Patricia Barber
2051,Tom Christianson
2052,Luther Hughes
2053,Andrea Pellegrini
2054,Lynne Fidmont Lindsey
2055,Jimmy Lewis
2056,Bobbi Humphrey
2057,Brian 'Armani B' Simpson
2058,Randall Willis
2059,Aaron Parks
2060,John McLean
2061,Markus Paßlick
2062,Marco Raposo 'Red'
2063,Raul Midón
2064,Timo Hietala
2065,Bobby Malach
2066,Tucker Martine
2067,Klaus Suonsaari
2068,Judy Stone
2069,Chris Thomas King
2070,Shelley Brown
2071,T.S. Monk
2072,Victor Jones
2073,Richard Cardwell
2074,Peter Asplund
2075,Hector Diaz
2076,Rosario Davila
2077,John De Leo
2078,Dj Logic
2079,Jules Bikôkô Bi Njami
2080,Brandon Ross
2081,Rey Amaury Burgos Delís
2082,Bernard Wright
2083,Mickey Bass
2084,Larry Carlton
2085,Fred Berman
2086,Albert Ammons
2087,Allison French
2088,Paul Flush
2089,Paco Charlín Portas
2090,Afreeka Trees
2091,Teddy Edwards
2092,Sandy Williams
2093,Lillian Williams
2094,Lucien Barbarin
2095,Charlie Parker
2096,Richard Julian
2097,Dave Adams
2098,Roy Hargrove
2099,Karim Ziad
2100,Ramon Morris
2101,Fay Simpson
2102,Fortune Reed
2103,Perk Jacobs
2104,Dave Matthews
2105,Willie Ruff
2106,Lefteris Christofis
2107,Steve Gilmore
2108,Morgan Ames
2109,Julian Argüelles
2110,Cedric Napoleon
2111,Ratzo Harris
2112,Tomi Salesvuo
2113,Alberto Berera
2114,Shirley Horn
2115,Pete Christlieb
2116,Bob Belden
2117,Angelica Bisanti
2118,Bobby Carcassés
2119,Michael Parloff
2120,Greg Kurstin
2121,Baird Dodge
2122,Dennis Smylie
2123,Xavyon Jamison
2124,Charlie Chalmers
2125,Daniel Trimboli
2126,Ron Perillo
2127,Simone Padovani
2128,David Piltch
2129,Cecil Brooks III
2130,Emmanuel Pahud
2131,Nils Landgren
2132,Charles Persip
2133,Walter Bishop Jr.
2134,Rob Scheps
2135,Jamie McLean
2136,Dave Grusin
2137,Ike Isaacs
2138,Tessa Harp
2139,Bucky Pizzarelli
2140,Hank Mobley
2141,Ralph Lalama
2142,Juhani Liimatainen
2143,Paolo Mappa
2144,Carol Paisner
2145,Barney Perry
2146,Gary Bartz
2147,The Irish Film Orchestra
2148,Conte Candoli
2149,George Gaffney
2150,Bobby Timmons
2151,Liminha
2152,David Schwartz
2153,Jerry Rusch
2154,Rodolfo Chacón
2155,Hans Ulrik
2156,Chris Dahlgren
2157,Seb Rochford
2158,Rickey Lawton
2159,Elizabeth Kantumanou
2160,Jeff Parker
2161,Christian McKibbin 'Holy C'
2162,Dave Frishberg
2163,Freddie Perren
2164,Gene Perla
2165,David Maurin
2166,Jo Ann Gale Stevens
2167,Delbert Hill
2168,Vincent Herring
2169,Allison Cornell
2170,Gene Robinson
2171,Gerald Albright
2172,Gerald Moore
2173,Dadi Birgisson
2174,David Dyson
2175,Billy Griggs
2176,Eugene Ramey
2177,Herman Riley
2178,Bill Frisell
2179,Jean Hugo
2180,James Jamerson
2181,Cliff Downes
2182,William Kennedy
2183,Miles Grayson
2184,Debra Laws
2185,Jim Gilstrap
2186,Israel Baker
2187,Ralph Johnson Sr.
2188,Andy Simpkins
2189,Per 'Ruskträsk' Johansson
2190,Paul Mazzio
2191,Jimmy Owens
2192,Lee Alexander
2193,Bud Powell
2194,Ronald Markham
2195,Dave Frisina
2196,Joris Peeters
2197,Phil Goldberg
2198,Stephen Kupka
2199,Kenny Clarke
2200,Billy Drummond
2201,Oscar Brashear
2202,Bill Henderson
2203,Kenya Ivey
2204,Bunk Johnson
2205,Gary Coleman
2206,David Rawlings
2207,Lázaro Rizo Cuevas
2208,Vincent Calloway
2209,Polly Sweeney
2210,Art Taylor
2211,Jay Hoggard
2212,Darrin Mooney
2213,Al Harshman
2214,Dan Ubick
2215,Francis Coletta
2216,Lamont Johnson
2217,John Murtaugh
2218,Matthew Ward
2219,Mike Miller
2220,Dave Ballou
2221,Teddy Kotick
2222,Julius Watkins
2223,DJ Oil
2224,James Newton
2225,Ron Kozak
2226,Roy Okutani
2227,Jim Gailloreto
2228,Doris Eugenio
2229,Charisa Moffett
2230,Gilbert Rovere
2231,Jackie Verdell
2232,Pietro Tonolo
2233,Oscar Smith
2234,William Brock
2235,Guido Jöris
2236,Régis Ceccarelli
2237,Paul Nowinski
2238,Ray Fuller
2239,Verdine White
2240,Neil Stubenhaus
2241,Robert Rucker
2242,Tejre Gewelt
2243,Lars Nilsson
2244,Kenny Wollesen
2245,Vic Dickenson
2246,Red Norvo
2247,Larry Farrow
2248,Trey Anastasio
2249,Markita Morris
2250,Jimmy Rowser
2251,Ettore Fioravanti
2252,Jeff 'Tain' Watts
2253,Art Davis
2254,Jeremy Stacey
2255,Paul Pavlonick
2256,Franklin Skeete
2257,Bill Nuttycombe
2258,Nick Milo
2259,Beth Luscombe
2260,Joe Meyer
2261,Paco Sery
2262,Sahib Shihab
2263,John Hicks
2264,The City Of Prague Philharmonic
2265,Lynn Grants
2266,Babyface
2267,John Robinson
2268,Michel Legrand
2269,Norman Carr
2270,Stefano Lo Re
2271,Todd Simon
2272,Anthony Genn
2273,Emiliano Bassi
2274,Marcus Persiani
2275,Willie Bobo
2276,Shabaam Sahdeeq
2277,Vincent Bell
2278,Kati Outinen
2279,Bardi Johannsson
2280,Mike Elizondo
2281,Chiara Del Turco
2282,Lee Ritenour
2283,Gord Shields 'Jupiter'
2284,Thad Jones
2285,Yvette Miles
2286,Lee Abrams
2287,Matti Salminen
2288,Shad Collins
2289,Rod Cless
2290,Dynamax
2291,Warren Smith
2292,Duduka Da Fonseca
2293,Naoya Numa
2294,Theresa Mitchell
2295,Li'l John Roberts
2296,Alain Pérez Rodríguez
2297,Minino Garay
2298,Stefan Marx
2299,Laurent Vernerey
2300,Ray Nance
2301,Dr. Lonnie Smith
2302,Dori Caymmi
2303,Ronnie Laws
2304,Manolo Badrena
2305,Eric Revis
2306,Blue Mitchell
2307,Mongo Aaltonen
2308,Robert Popwell
2309,Wally Richardson
2310,Cecil Bridgewater
2311,Steve Eisen
2312,Ruby Froom
2313,Horace Silver
2314,Angel Allende
2315,Selwart Clarke
2316,Tarus Mateen
2317,Son Ship Theus
2318,Steve Beckham
2319,Herb Robertson
2320,Toby Baker
2321,Tiny Grimes
2322,Jimmy Wormworth
2323,Irvin Mayfield
2324,Seidi Palonen
2325,Don Grolnick
2326,Emily Singer
2327,Jesse Robinson
2328,Bob Jung
2329,Herb Ellis
2330,Gordon 'Specs' Powell
2331,Stanley Turrentine
2332,Pheeroan Ak Laff
2333,Nantha Kumar
2334,James Rivers
2335,Ronald Shannon Jackson
2336,Cyril Neville
2337,James Allen
2338,Max Roach
2339,Rocky Frisco
2340,Buddy Caldwell
2341,Martin Slattery
2342,Don White
2343,Jimmy Johnson
2344,Kenny Drew
2345,Sergio Santelli
2346,Kimati Dinizulu
2347,Kobie Powell
2348,Ernie Hayes
2349,Chapman Roberts
2350,Joachim Cooder
2351,Morgan Adams III
2352,Chris Walker
2353,Sandy Simmons
2354,Richard Oatts
2355,Tom Szczesniak
2356,Thibaut Javoy
2357,Ben Dowling
2358,Nicolas Repac
2359,Bill Berry
2360,Ubaldo Nieto
2361,Nathan Davis
2362,Gil Mellé
2363,Gavin Wright
2364,Vance 'Mad Dog' Ternort
2365,Tore Brunborg
2366,Nicolas Gueguen
2367,Pippo Matino
2368,Lew Soloff
2369,Kurt Rosenwinkel
2370,Tammy Lynn
2371,Vincent McEwan
2372,Vinx
2373,Niels-Henning Orsted Pedersen
2374,Alby Cullaz
2375,Ed Lustgarten
2376,Boney James
2377,Papi Oviedo
2378,James Riggs
2379,Jimmy Butts
2380,Melvin Robinson
2381,Jerry Segal
2382,Remy Vignolo
2383,Ann Esther Jessica
2384,Lamar Supreme
2385,Victor Bailey
2386,Julio Gonçalves
2387,Eric Sadler
2388,Lew McCreary
2389,Phil Bowler
2390,Kenny King
2391,Delmar Brown
2392,Betty Marks
2393,Angelo Verploegen
2394,Jual Curtis
2395,Nicky Skopelitis
2396,Darlene Perry
2397,Simon Hill
2398,Vladimir Ramos Pestana
2399,Howard Bowe
2400,Clarence Banks
2401,Pierpaolo Bisogno
2402,Stanley Clarke
2403,'The Emperor'
2404,Bobby Watson
2405,Chuck MacKinnon
2406,Victor Feldman
2407,Doc Powell
2408,Rob Burger
2409,Don Shelton
2410,Will Lee
2411,Leon Jordan
2412,Ron Lawrence
2413,Al Green
2414,Bob Sheppard
2415,Donna Rhodes
2416,Victor Sazer
2417,Jean-Marie Ecay
2418,Mike Mani
2419,Anne Drummond
2420,Vassilikos
2421,Darryl Smith
2422,Patrice Moret
2423,Ray Conniff
2424,Henry Lowther
2425,Gary Smulyan
2426,Emil Richards
2427,Stefano Bagnoli
2428,Bill Davis
2429,Anthony Cox
2430,Hugh Sicotte
2431,CL Smooth
2432,Joseph Armstrong
2433,Pasi Pirinen
2434,Brend Nelson
2435,Russell Malone
2436,Bert DeCoteaux
2437,Vasti Jackson
2438,Robert Paige
2439,Ronald Satkiewicz
2440,Solomon Ilori
2441,Jasmin Tusjadia
2442,Jerome Harris
2443,Andrew Simpkins
2444,Graham Kearns
2445,Eddie Gladden
2446,Marcus Miller
2447,Alan Shulman
2448,Eerik Siikasaari
2449,Joy Lyle
2450,Michele Laws
2451,Kenwood Dennard
2452,Richard Bona
2453,Janus Steprans
2454,Hiromasa Suzuki
2455,Mark Stevens
2456,Lenny Castro
2457,Luis Felipe Lamoglia
2458,Eric McPherson
2459,Bruce Dukov
2460,Michael Hedges
2461,Michele Papadia
2462,William Curtis
2463,Rafael Padia
2464,Les Lovitt
2465,Eddie Bobé
2466,Jorge Enrique Leyva Angulo
2467,Ed Cherry
2468,Edu Morelenbaum
2469,Joona Toivanen
2470,Steven Bernstein
2471,Jesse Levy
