Track,Alternate take,Catalog,Recorded,1st BN Release,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Time For Love,FALSE,Blue Note BST 84414,1971,1972,ISSUED,Steve Grossman,Dave Liebman,Joe Farrell,Pepper Adams,Chick Corea,Jan Hammer,Yoshiaki Masuo,Gene Perla,Elvin Jones,Don Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tergiversation,FALSE,Blue Note BST 84414,1971,1972,ISSUED,Steve Grossman,Dave Liebman,Joe Farrell,Pepper Adams,Chick Corea,Jan Hammer,Yoshiaki Masuo,Gene Perla,Elvin Jones,Don Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Children's Merry-Go-Round March,FALSE,Blue Note BST 84414,1971,1972,ISSUED,Steve Grossman,Dave Liebman,Joe Farrell,Pepper Adams,Chick Corea,Jan Hammer,Yoshiaki Masuo,Gene Perla,Elvin Jones,Don Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Fiesta,FALSE,Blue Note BST 84414,1971,1972,ISSUED,Steve Grossman,Dave Liebman,Joe Farrell,Pepper Adams,Chick Corea,Jan Hammer,Yoshiaki Masuo,Gene Perla,Elvin Jones,Don Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita Lineman,FALSE,,1971,,UNISSUED,Blue Mitchell,Thurman Green,Harold Land,Bobby Hutcherson,Reggie Andrews,Clarence McDonald,Arthur Adams,Cornell Dupree,Chuck Rainey,Stix Hooper,King Errisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workin' On A Groovy Thing,FALSE,,1971,,UNISSUED,Blue Mitchell,Thurman Green,Harold Land,Bobby Hutcherson,Reggie Andrews,Clarence McDonald,Arthur Adams,Cornell Dupree,Chuck Rainey,Stix Hooper,King Errisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner City Blues,FALSE,Blue Note 7243 5 21152 2 8,1971,1999,ISSUED,Blue Mitchell,Thurman Green,Harold Land,Bobby Hutcherson,Reggie Andrews,Clarence McDonald,Arthur Adams,Cornell Dupree,Chuck Rainey,Stix Hooper,King Errisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Affair,FALSE,unissued,1971,,UNISSUED,Blue Mitchell,Thurman Green,Harold Land,Bobby Hutcherson,Reggie Andrews,Clarence McDonald,Arthur Adams,Mike Deasy,Arthur Lewis,Stix Hooper,King Errisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother Rap,FALSE,Blue Note (E) B1-97158,1971,1998,ISSUED,Blue Mitchell,Thurman Green,Harold Land,Bobby Hutcherson,Reggie Andrews,Clarence McDonald,Arthur Adams,Mike Deasy,Arthur Lewis,Stix Hooper,King Errisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Eyed Woman,FALSE,unissued,1971,,UNISSUED,Blue Mitchell,Thurman Green,Harold Land,Bobby Hutcherson,Reggie Andrews,Clarence McDonald,Arthur Adams,Mike Deasy,Arthur Lewis,Stix Hooper,King Errisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forever Is A Long Time,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Horace Silver,Bob Cranshaw,Mickey Roker,Salome Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Much Does Matter Really Matter,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Horace Silver,Gail Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cause And Effect,FALSE,Blue Note 1978; BST 84420,1972,1972,ISSUED,Horace Silver,Bob Cranshaw,Mickey Roker,Andy Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who Has The Answer,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Horace Silver,Bob Cranshaw,Mickey Roker,Andy Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From The Heart Through The Mind,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Horace Silver,Bob Cranshaw,Mickey Roker,Andy Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowning In The Sea Of Love,FALSE,Blue Note BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let's Stay Together,FALSE,Blue Note BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't Knock My Love,FALSE,Blue Note BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Brew,FALSE,Blue Note BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chunky,FALSE,Blue Note 1977; BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Two Headed Freap,FALSE,Blue Note BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Song,FALSE,Blue Note 1977; BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Fried Chicken,FALSE,Blue Note BST 84382,1972,1972,ISSUED,Eugene Bianco,George Devens,Ronnie Foster,Gene Bertoncini,George Duvivier,Gordon Edwards,Jimmy Johnson,Arthur Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Cecil Bridgewater,Harold Vick,Horace Silver,Bob Cranshaw,Mickey Roker,Andy Bey,Gail Nelson,Salome Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Merger Of The Minds,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Cecil Bridgewater,Harold Vick,Horace Silver,Richie Resnicoff,Bob Cranshaw,Mickey Roker,Andy Bey,Gail Nelson,Salome Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Soul Is My Computer,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Cecil Bridgewater,Harold Vick,Horace Silver,Bob Cranshaw,Mickey Roker,Salome Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn Of Life,FALSE,Blue Note 1978; BST 84420,1972,1972,ISSUED,Cecil Bridgewater,Harold Vick,Horace Silver,Bob Cranshaw,Mickey Roker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,FALSE,Blue Note BST 84420,1972,1972,ISSUED,Horace Silver,Richie Resnicoff,Bob Cranshaw,Mickey Roker,Andy Bey,Gail Nelson,Salome Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Songbird,FALSE,,1972,,REJECTED,Lou Donaldson,Leon Spencer,Melvin Sparks,Jimmy Lewis,Buddy Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coonskin,FALSE,,1972,,REJECTED,Lou Donaldson,Leon Spencer,Melvin Sparks,Jimmy Lewis,Buddy Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Day Will Come,FALSE,,1972,,REJECTED,Lou Donaldson,Leon Spencer,Melvin Sparks,Jimmy Lewis,Buddy Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warm Breeze,FALSE,,1972,,REJECTED,Lou Donaldson,Leon Spencer,Melvin Sparks,Jimmy Lewis,Buddy Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What Now, My Love",FALSE,,1972,,REJECTED,Lou Donaldson,Leon Spencer,Melvin Sparks,Jimmy Lewis,Buddy Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Folks Who Live On The Hill,FALSE,Blue Note BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lush Life,FALSE,Blue Note BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shirl,FALSE,Blue Note BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When You're Near,FALSE,Blue Note 1976; BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Thrill Is Gone,FALSE,Blue Note BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophisticated Lady,FALSE,Blue Note BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Every Thursday,FALSE,Blue Note 1976; BST 84416,1972,1972,ISSUED,Bobby Hutcherson,Hank Jones,Gene Bertoncini,Ron Carter,Jack DeJohnette,Phil Bodner,Hubert Laws,Romeo Penque,Daniel Trimboli,George Marge,John Leone,Aaron Rosand,Irving Spice,Julian Barber,Seymour Berman,Seymour Barab,Eugene Bianco,George Duvivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Thomas,FALSE,Blue Note BN-XW309-W; BN-LA047-F,1972,1973,ISSUED,Fonce Mizell,Donald Byrd,Roger Glenn,Joe Sample,Fred Perren,Dean Parks,Wilton Felder,Harvey Mason,Bobbye Porter Hall,Larry Mizell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight-Time,FALSE,Blue Note BN-XW309-W; BN-LA047-F; BN-LA700-G,1972,1973,ISSUED,Fonce Mizell,Donald Byrd,Roger Glenn,Joe Sample,Fred Perren,Dean Parks,Wilton Felder,Harvey Mason,Bobbye Porter Hall,Larry Mizell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distant Land,FALSE,,1972,,UNISSUED,Fonce Mizell,Donald Byrd,Roger Glenn,Joe Sample,Fred Perren,Dean Parks,Wilton Felder,Harvey Mason,Bobbye Porter Hall,Larry Mizell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction By Hank Stewart,FALSE,Blue Note BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windjammer,FALSE,Blue Note BN-XW216-W; BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betcha By Golly Wow,FALSE,Blue Note BN-XW216-W; BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fancy Free,FALSE,Blue Note BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flood In Franklin Park,FALSE,Blue Note BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Jan,FALSE,Blue Note BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk In The Night,FALSE,Blue Note BN-LA037-G2,1972,1972,ISSUED,Claude Bartee,Gary Coleman,Shelton Laster,Grant Green,Wilton Felder,Greg Williams,Bobbye Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poem,FALSE,,1972,,UNISSUED,Bobby Hutcherson,Todd Cochran,James Leary,Michael Carvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unga,FALSE,,1972,,UNISSUED,Bobby Hutcherson,Todd Cochran,James Leary,Michael Carvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B's Thang,FALSE,,1972,,UNISSUED,Bobby Hutcherson,Todd Cochran,James Leary,Michael Carvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. X,FALSE,,1972,,UNISSUED,Bobby Hutcherson,Todd Cochran,James Leary,Michael Carvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twenty-Five,FALSE,,1972,,UNISSUED,Bobby Hutcherson,Todd Cochran,James Leary,Michael Carvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Django,FALSE,Blue Note BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Brown's Body,FALSE,Blue Note BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Day In The Life Of A Fool,FALSE,Blue Note BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killer Joe,FALSE,Blue Note BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listen Here,FALSE,Blue Note 1982; BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emily,FALSE,Blue Note 1982; BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lean On Me,FALSE,Blue Note BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C Jam Blues,FALSE,Blue Note BST 84423,1972,1972,ISSUED,Gene Harris,Sam Brown,Cornell Dupree,Ron Carter,Freddie Waits,Johnny Rodriguez,Omar Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Breed,FALSE,Blue Note BN-LA110-F,1972,1973,ISSUED,Steve Grossman,Dave Liebman,Pepper Adams,Jan Hammer,Gene Perla,Elvin Jones,Carlos 'Patato' Valdes,Frank Ippolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's Up-That's It,FALSE,Blue Note BN-LA110-F,1972,1973,ISSUED,Steve Grossman,Dave Liebman,Pepper Adams,Jan Hammer,Gene Perla,Elvin Jones,Carlos 'Patato' Valdes,Frank Ippolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soultrane,FALSE,Blue Note BN-LA110-F,1972,1973,ISSUED,Thad Jones,Dave Liebman,Steve Grossman,Jan Hammer,Gene Perla,Elvin Jones,Carlos 'Patato' Valdes,Albert Duffy,Frank Ippolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Native's Place,FALSE,Blue Note BN-LA110-F,1972,1973,ISSUED,Thad Jones,Dave Liebman,Steve Grossman,Jan Hammer,Gene Perla,Elvin Jones,Carlos 'Patato' Valdes,Albert Duffy,Frank Ippolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.G. (as Gee Gee),FALSE,Blue Note BN-LA110-F,1972,1973,ISSUED,Thad Jones,Dave Liebman,Steve Grossman,Jan Hammer,Gene Perla,Elvin Jones,Carlos 'Patato' Valdes,Albert Duffy,Frank Ippolito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lonely Town, Lonely Streets",FALSE,Blue Note 1980; BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is This All,FALSE,Blue Note 1980; BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smiling Faces Sometimes,FALSE,Blue Note BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtue,FALSE,Blue Note BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love Every Little Thing About You,FALSE,Blue Note BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love Theme From ""Fuzz""",FALSE,Blue Note BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Mundo De Maravillas,FALSE,Blue Note BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nubian Lady,FALSE,Blue Note BST 84421,1972,1972,ISSUED,Bobbi Humphrey,George Marge,Seymour Berman,Paul Gershman,Irving Spice,Paul Winter,Julian Barber,Seymour Barab,Eugene Bianco,Harry Whitaker,Paul Griffin,William Fontaine,David Spinozza,Ron Carter,Wilbur Bascomb Jr.,Alphonse Mouzon,Warren Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Are You Doing The Rest Of Your Life,FALSE,Blue Note BST 84422,1972,1972,ISSUED,Phil Bodner,Paul Gershman,Louis Haber,Harry Lookofsky,Irving Spice,Louis Stone,Paul Winter,Julian Barber,Seymour Berman,Seymour Barab,Charles McCracken,Eugene Bianco,Derek Smith,Paul Griffin,Vincent Bell,Jay Berliner,Cornell Dupree,Richard Davis,Gordon Edwards,Jimmy Johnson,Raymond Orchart,Johnny Pacheco,Omar Clay,Marlena Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somewhere,FALSE,Blue Note 1981; BST 84422,1972,1972,ISSUED,Phil Bodner,Paul Gershman,Louis Haber,Harry Lookofsky,Irving Spice,Louis Stone,Paul Winter,Julian Barber,Seymour Berman,Seymour Barab,Charles McCracken,Eugene Bianco,Derek Smith,Paul Griffin,Vincent Bell,Jay Berliner,Cornell Dupree,Richard Davis,Gordon Edwards,Jimmy Johnson,Raymond Orchart,Johnny Pacheco,Omar Clay,Marlena Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Must Believe In Spring,FALSE,Blue Note 1981; BST 84422,1972,1972,ISSUED,Phil Bodner,Paul Gershman,Louis Haber,Harry Lookofsky,Irving Spice,Louis Stone,Paul Winter,Julian Barber,Seymour Berman,Seymour Barab,Charles McCracken,Eugene Bianco,Derek Smith,Paul Griffin,Vincent Bell,Jay Berliner,Cornell Dupree,Richard Davis,Gordon Edwards,Jimmy Johnson,Raymond Orchart,Johnny Pacheco,Omar Clay,Marlena Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wipe Away The Evil,FALSE,Blue Note BST 84422,1972,1972,ISSUED,Phil Bodner,Paul Gershman,Louis Haber,Harry Lookofsky,Irving Spice,Louis Stone,Paul Winter,Julian Barber,Seymour Berman,Seymour Barab,Charles McCracken,Eugene Bianco,Derek Smith,Paul Griffin,Vincent Bell,Jay Berliner,Cornell Dupree,Richard Davis,Gordon Edwards,Jimmy Johnson,Raymond Orchart,Johnny Pacheco,Omar Clay,Marlena Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
